code;literal
T881;OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CEOP
T800;EMBOLIA GASEOSA CONSEC A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA
T801;COMPL VASCULARES CONSEC A INFUSION, TRANSFUSION INYECCION TERAPEUTICA
T802;INFECCIONES CONSECUTIVAS A INFUSION, TRANSFUSION INYECCION TERAPEUTICA
T880;INFECCION CONSECUTIVA A INMUNIZACION
T805;CHOQUE ANAFILACTICO DEBIDO A SUERO
M022;ARTROPATIA POSTINMUNIZACION
T806;OTRAS REACCIONES AL SUERO
T881;OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CEOP
T803;REACCION DE INCOMPATIBILIDAD AL GRUPO ABO
T804;REACCION DE INCOMPATIBILIDAD A RH
T808;OTRAS COMPL CONSEC A INFUSION, TRANSFUSION, E INYECCION TERAPEUTICA
T809;COMPL NO ESPEC CONSEC A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA
E835;TRASTORNOS DEL METABOLISMO DEL CALCIO
N980;INFECCION ASOCIADA CON INSEMINACION ARTIFICIAL
N981;HIPERESTIMULACION DE OVARIOS
N982;COMPL INTENTO DE INTRODUCCION HUEVO FECUNDADO FERTILIZACION IN VITRO
N983;COMPL INTENTO INTRODUCCION DEL EMBRION EN TRANSFERENCIA DE EMBRIONES
N988;OTRAS COMPLICACIONES ASOCIADAS CON LA FECUNDACION ARTIFICIAL
N989;COMPLICACION NO ESPECIFICADA ASOCIADA CON LA FECUNDACION ARTIFICIAL
T809;COMPL NO ESPEC CONSEC A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T881;OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CEOP
T888;OTRAS COMPLICACIONES ESPEC DE LA ATENCION MEDICA Y QUIRURGICA, NO CEOP
T889;COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA
V812;OCUPANTE TREN O VEHICULO RIELES LES COLISION CON, O GOLPEADO POR VAGON
V812;OCUPANTE TREN O VEHICULO RIELES LES COLISION CON, O GOLPEADO POR VAGON
V050;PEATON LESIONADO POR COLISION CON TREN O VEHIC RIELES, ACC NO TRANSITO
V051;PEATON LESIONADO POR COLISION TREN O VEHICULO DE RIELES, ACC TRANSITO
V059;PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, SAI
V150;CICLISTA LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES ACC NO TRANSITO
V151;CICLISTA LES, COLIS TREN O VEHIC RIELES, PASAJERO LES ACC NO TRANSITO
V152;CICLISTA LES COLIS TREN O VEHIC RIELES, CICLI SAI, LES ACC NO TRANSITO
V812;OCUPANTE TREN O VEHICULO RIELES LES COLISION CON, O GOLPEADO POR VAGON
V812;OCUPANTE TREN O VEHICULO RIELES LES COLISION CON, O GOLPEADO POR VAGON
V813;OCUPANTE DE TREN O VEHICULO RIELES LES POR COLISION CON OTROS OBJETOS
V813;OCUPANTE DE TREN O VEHICULO RIELES LES POR COLISION CON OTROS OBJETOS
V050;PEATON LESIONADO POR COLISION CON TREN O VEHIC RIELES, ACC NO TRANSITO
V051;PEATON LESIONADO POR COLISION TREN O VEHICULO DE RIELES, ACC TRANSITO
V059;PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, SAI
V150;CICLISTA LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES ACC NO TRANSITO
V151;CICLISTA LES, COLIS TREN O VEHIC RIELES, PASAJERO LES ACC NO TRANSITO
V152;CICLISTA LES COLIS TREN O VEHIC RIELES, CICLI SAI, LES ACC NO TRANSITO
V154;CICLISTA LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES EN ACC TRANSITO
V155;CICLISTA LES, COLIS TREN O VEHIC RIELES, PASAJERO LES EN ACC TRANSITO
V159;CICLISTA LES, COLIS TREN O VEHIC RIELES, CICLIST SAI, LES ACC TRANSITO
V806;JINETE U OCUP VEHICULO TRACCION ANIMAL LES COLIS TREN O VEHIC RIELES
V813;OCUPANTE DE TREN O VEHICULO RIELES LES POR COLISION CON OTROS OBJETOS
V828;OCUPANTE DE TRANVIA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, ESPEC
V813;OCUPANTE DE TREN O VEHICULO RIELES LES POR COLISION CON OTROS OBJETOS
V817;OCUP TREN O VEHIC RIELES LES EN DESCARRILAMIENTO SIN COLISION ANTERIOR
V817;OCUP TREN O VEHIC RIELES LES EN DESCARRILAMIENTO SIN COLISION ANTERIOR
V050;PEATON LESIONADO POR COLISION CON TREN O VEHIC RIELES, ACC NO TRANSITO
V051;PEATON LESIONADO POR COLISION TREN O VEHICULO DE RIELES, ACC TRANSITO
V059;PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, SAI
V150;CICLISTA LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES ACC NO TRANSITO
V151;CICLISTA LES, COLIS TREN O VEHIC RIELES, PASAJERO LES ACC NO TRANSITO
V152;CICLISTA LES COLIS TREN O VEHIC RIELES, CICLI SAI, LES ACC NO TRANSITO
V817;OCUP TREN O VEHIC RIELES LES EN DESCARRILAMIENTO SIN COLISION ANTERIOR
V817;OCUP TREN O VEHIC RIELES LES EN DESCARRILAMIENTO SIN COLISION ANTERIOR
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V814;PERSONA LESIONADA AL SUBIR O BAJAR DEL TREN O VEHICULO DE RIELES
V815;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DENTRO TREN O VEHIC RIELES
V816;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DESDE TREN O VEHIC RIELES
V814;PERSONA LESIONADA AL SUBIR O BAJAR DEL TREN O VEHICULO DE RIELES
V815;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DENTRO TREN O VEHIC RIELES
V816;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DESDE TREN O VEHIC RIELES
UNDEF;
UNDEF;
V814;PERSONA LESIONADA AL SUBIR O BAJAR DEL TREN O VEHICULO DE RIELES
V815;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DENTRO TREN O VEHIC RIELES
V816;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DESDE TREN O VEHIC RIELES
V814;PERSONA LESIONADA AL SUBIR O BAJAR DEL TREN O VEHICULO DE RIELES
V815;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DENTRO TREN O VEHIC RIELES
V816;OCUPANTE TREN O VEHIC RIELES LES POR CAIDA DESDE TREN O VEHIC RIELES
V050;PEATON LESIONADO POR COLISION CON TREN O VEHIC RIELES, ACC NO TRANSITO
V051;PEATON LESIONADO POR COLISION TREN O VEHICULO DE RIELES, ACC TRANSITO
V059;PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, SAI
UNDEF;
V050;PEATON LESIONADO POR COLISION CON TREN O VEHIC RIELES, ACC NO TRANSITO
V051;PEATON LESIONADO POR COLISION TREN O VEHICULO DE RIELES, ACC TRANSITO
V059;PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, SAI
V150;CICLISTA LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES ACC NO TRANSITO
V151;CICLISTA LES, COLIS TREN O VEHIC RIELES, PASAJERO LES ACC NO TRANSITO
V159;CICLISTA LES, COLIS TREN O VEHIC RIELES, CICLIST SAI, LES ACC TRANSITO
UNDEF;
UNDEF;
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V818;OCUPANTE TREN O VEHICULO RIELES LES EN OTROS ACC FERROVIARIOS ESPECIF
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V819;OCUPANTE TREN O VEHICULO RIELES LESIONADO EN ACCIDENTE FERROVIARIO SAI
V355;OCUP VEHIC M 3 RUEDAS COLIS TREN VEHIC RIEL CONDUCTOR LES ACC TRANSITO
V455;OCUP AUTO LES POR COLIS TREN O VEHIC RIELES CONDUCTOR LES ACC TRANSITO
V555;OCUP CAMIONETA FURGONETA COLIS TREN VEHIC RIELES, CONDUCTOR ACC TRANS
V655;OCUP VEHIC TRANSP PESADO COLIS TREN VEHIC RIELES CONDUCT LES ACC TRANS
V755;OCUP BUS LES COLIS CON TREN O VEHICULO RIELES, CONDUCTOR LES ACC TRANS
V830;CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACC DE TRANSITO
V850;CONDUCTOR VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC TRANSITO
V860;CONDUCTOR VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V356;OCUP VEHIC M 3 RUEDAS COLIS TREN O VEHIC RIELES, PASAJ ACC TRANSITO
V456;OCUP AUTO LES POR COLIS TREN O VEHIC RIELES, PASAJERO LES ACC TRANSITO
V556;OCUP CAMIONETA FURGONETA COLIS TREN VEHIC RIELES, PASAJ LES ACC TRANS
V656;OCUP VEHIC TRANSP PESADO COLIS TREN VEHIC RIELES, PASAJ LES ACC TRANS
V756;OCUP BUS LES COLISION TREN O VEHICULO RIELES, PASAJERO LES ACC TRANS
V831;PASAJERO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACC DE TRASITO
V841;PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC DE TRANSITO
V851;PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC TRANSITO
V861;PASAJ VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRETERA ACC TRANS
V254;MOTOCICL LES, COLIS TREN O VEHIC RIELES, CONDUCTOR LES EN ACC TRANSITO
V255;MOTOCICL LES, COLISION TREN O VEHIC DE RIELES, PASAJ LES ACC TRANSITO
UNDEF;
UNDEF;
UNDEF;
UNDEF;
V357;OCUP VEHIC M 3 RUEDA COLIS TREN VEHIC RIEL PERS NO VEHIC LES ACC TRANS
V457;OCUP AUTO LES, COLIS TREN O VEHIC RIELES, PERS NO VEHIC, LES ACC TRANS
V557;OCUP CAMIONETA FURGONE COLIS TREN VEHIC RIELES PERS NO VEHIC ACC TRANS
V657;OCUP VEHIC TRANSP PESADO COLIS TREN VEHIC RIEL PERS NO VEHIC ACC TRANS
V757;OCUP BUS LES COLIS TREN O VEHIC RIELES, PERS NO VEHIC, LES ACC TRANS
V811;OCUPANTE TREN O VEHICULO RIELES LES COLISION VEHIC MOTOR, ACC TRANSITO
V832;PERSONA QUE VIAJA FUERA VEHIC INDUSTRIAL ESPECIAL LESIONADA ACC TRANS
V842;PERSONA QUE VIAJA FUERA DE VEHICULO AGRICOLA ESPECIAL LES ACC TRANSITO
V852;PERSONA VIAJA FUERA VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC TRANS
V862;PERS NO VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V259;MOTOCICL LES, COLIS TREN O VEH DE RIELES, MOTOCIC SAI LES ACC TRANSITO
V359;OCUP VEHIC M 3 RUEDAS COLIS TREN VEHIC RIEL OCUP SAI, LES ACC TRANSITO
V459;OCUP AUTO LES POR COLIS TREN O VEHIC RIELES, OCUP SAI LES ACC TRANSITO
V559;OCUP CAMIONETA FURGONETA COLIS TREN VEHIC RIELES, OCUP SAI, ACC TRANS
V659;OCUP VEHIC TRANSP PESADO COLIS TREN VEHIC RIEL, OCUP SAI LES ACC TRANS
V759;OCUP BUS LES COLIS TREN O VEHIC RIELES, OCUP SAI BUS, LES ACC TRANS
V833;OCUPANTE NO ESPEC VEHICULO INDUSTRIAL ESPECIAL LESIONADO ACC TRANSITO
V843;OCUPANTE NO ESPEC VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC TRANSITO
V853;OCUPANTE NO ESPEC VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC TRANSITO
V863;OCUP SAI VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V876;PERSONA LESIONADA POR COLISION TREN O VEHICULO RIELES Y AUTO (TRANS)
V877;PERSONA LESIONADA POR COLISION OTROS VEHICULOS DE MOTOR ESPEC (TRANS)
V325;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL CONDUCTOR LES ACC TRANSITO
V335;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONETA FURGONETA CONDUCTOR ACC TRAN
V345;OCUP VEHIC M 3 RUEDA COLIS VEHIC TRANSP PESADO BUS CONDUCTOR ACC TRANS
V425;OCUP AUTO LES COLIS VEHIC M DOS TRES RUEDAS CONDUCTOR LES ACC TRANSITO
V435;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, CONDUCTOR LES ACC TRANS
V445;OCUP AUTO COLIS, VEHIC TRANSP PESADO O BUS, CONDUCTOR LES ACC TRANSITO
V525;OCUP CAMIONETA FURGONETA COLIS VEHIC M 2 3 RUEDAS, CONDUCTOR ACC TRANS
V535;OCUP CAMIONETA FURGONET COLIS AUTO CAMIONE FURGONE CONDUCTOR ACC TRANS
V545;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS CONDUCTOR ACC TRANS
V625;OCUP VEHIC TRANSP PESADO COLIS VEHIC M 2 3 RUEDAS, CONDUCTOR ACC TRANS
V635;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE CONDUCTOR ACC TRAN
V645;OCUP VEHIC TRANSP PESADO COLIS OTR TRANSP PESADO BUS CONDUCT ACC TRANS
V725;OCUP BUS COLIS VEHIC MOTOR DE DOS O TRES RUEDAS, CONDUCT LES ACC TRANS
V735;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA CONDUCTOR LES ACC TRANS
V745;OCUP BUS LES COLIS VEHIC TRANSP PESADO BUS, CONDUCTOR LES ACC TRANSITO
V830;CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACC DE TRANSITO
V840;CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC DE TRANSITO
V850;CONDUCTOR VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC TRANSITO
V852;PERSONA VIAJA FUERA VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC TRANS
V860;CONDUCTOR VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V326;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL, PASAJ LES EN ACC TRANSITO
V336;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONETA FURGONETA PASAJ ACC TRANSITO
V346;OCUP VEHIC M 3 RUEDA COLIS VEHIC TRANSP PESADO BUS PASAJ LES ACC TRANS
V426;OCUP AUTO LES, COLIS VEHIC M DOS TRES RUEDAS, PASAJ LES ACC TRANSITO
V436;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, PASAJ LES ACC TRANSITO
V446;OCUP AUTO LES, COLIS VEHIC TRANSP PESADO O BUS, PASAJ LES ACC TRANSITO
V526;OCUP CAMIONETA FURGONETA COLIS VEHIC M 2 3 RUEDAS, PASAJ LES ACC TRANS
V536;OCUP CAMIONETA FURGONETA COLIS AUTO CAMIONETA FURGONET PASAJ ACC TRANS
V546;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS PASAJ LES ACC TRANS
V626;OCUP VEHIC TRANSP PESADO COLIS VEHIC M 2 O 3 RUEDAS, PASAJ ACC TRANS
V636;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE, PASAJ ACC TRANS
V646;OCUP VEHIC TRANSP PESADO COLIS OTRO TRANSP PESADO BUS, PASAJ ACC TRANS
V726;OCUP BUS LES COLIS VEHIC MOTOR DOS TRES RUEDAS, PASAJERO LES ACC TRANS
V736;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA, PASAJERO LES ACC TRANS
V746;OCUP BUS LES COLIS VEHIC TRANSP PESADO O BUS, PASAJ LES ACC TRANSITO
V831;PASAJERO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACC DE TRASITO
V841;PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC DE TRANSITO
V851;PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC TRANSITO
V861;PASAJ VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRETERA ACC TRANS
V224;MOTOCICL LES, COLIS VEHIC M DOS TRES RUEDAS CONDUCTOR LES ACC TRANSITO
V234;MOTOCICL LES COLIS AUTO CAMIONETA FURGONETA CONDUCTOR LES ACC TRANSITO
V244;MOTOCICL LES, COLIS VEHIC TRANSP PESADO BUS CONDUCTOR LES ACC TRANSITO
V225;MOTOCICL LES COLIS, VEHIC MOTOR DOS TRES RUEDAS PASAJ LES ACC TRANSITO
V235;MOTOCICL LES, COLIS AUTO, CAMIONETA, FURGONETA, PASAJ LES ACC TRANSITO
V245;MOTOCICL LES, COLIS VEHIC TRANSP PESADO O BUS, PASAJ LES ACC TRANSITO
UNDEF;
UNDEF;
UNDEF;
UNDEF;
V327;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL PERS NO VEHIC LES ACC TRAN
V337;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONET FURGON PERS NO VEHIC ACC TRAN
V347;OCUP VEHIC M 3 RUEDA COLIS VEHI TRANSP PESADO BUS PERS NO VEH ACC TRAN
V427;OCUP AUTO LES COLIS VEHIC M DOS TRES RUEDAS PERS NO VEHIC ACC TRANSITO
V437;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, PERS NO VEHIC ACC TRANS
V447;OCUP AUTO COLIS VEHIC TRANSP PESADO O BUS, PERS NO VEHIC, ACC TRANSITO
V527;OCUP CAMIONETA FURGONETA COLIS VEHICM 2 3RUEDA PERS NO VEHIC ACC TRANS
V537;OCUP CAMIONE FURGONE COLIS AUTO CAMIONE FURGONE PERS NO VEHIC ACC TRAN
V547;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS PERS NO VEHIC TRANS
V627;OCUP VEHIC TRANSP PESADO COLIS VEHICM 2 3 RUEDA PERS NO VEHIC ACC TRAN
V637;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE, PERS NO VEH TRANS
V647;OCUP VEHIC TRANSP PESA COLIS OTR TRANSP PESA BUS PERS NO VEH ACC TRANS
V727;OCUP BUS LES COLIS VEHIC MOTOR 2 3 RUEDAS PERS, NO VEHIC LES ACC TRANS
V737;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA PERS NO VEHIC ACC TRANS
V747;OCUP BUS LES COLIS VEHIC TRANSP PESADO O BUS, PERS NO VEHIC ACC TRANS
V832;PERSONA QUE VIAJA FUERA VEHIC INDUSTRIAL ESPECIAL LESIONADA ACC TRANS
V842;PERSONA QUE VIAJA FUERA DE VEHICULO AGRICOLA ESPECIAL LES ACC TRANSITO
V862;PERS NO VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V229;MOTOCICL LES COL VEHIC M DOS TRES RUEDAS MOTOCICL SAI LES ACC TRANSITO
V239;MOTOCICL LES COL AUTO CAMIONETA FURGONETA MOTOCICL SAI LES ACC TRANSIT
V249;MOTOCICL LES COLIS VEHIC TRANSP PESADO BUS MOTOCICL SAI LES ACC TRANSI
V329;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL, OCUP SAI, ACC TRANSITO
V339;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONETA FURGONETA, SAI, ACC TRANSITO
V349;OCU VEHIC M 3 RUEDA COLIS VEHIC TRANSP PESADO BUS OCUP SAI ACC TRANSIT
V429;OCUP AUTO COLIS, VEHIC M DOS TRES RUEDAS, OCUP SAI, LES ACC TRANSITO
V439;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, OCUP SAI, LES ACC TRANS
V449;OCUP AUTO COLIS VEHIC TRANSP PESADO O BUS, OCUP SAI, LES ACC TRANSITO
V529;OCUP CAMIONETA FURGONETA COLIS VEHICM 2 3 RUEDA OCUP SAI LES ACC TRANS
V539;OCUP CAMIONE FURGONE COLIS AUTO CAMIONE FURGONE OCUP SAI LES ACC TRANS
V549;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS, OCUP SAI ACC TRANS
V629;OCUP VEHIC TRANSP PESADO COLIS VEHICM 2 3 RUEDAS OCUP SAI ACC NO TRANS
V639;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE OCUP SAI ACC TRANS
V649;OCUP VEHIC TRANSP PESADO COLIS OTR TRANSP PESA BUS, OCUP SAI ACC TRANS
V729;OCUP BUS LES COLIS VEHIC MOTOR 2 3 RUEDAS, OCUP SAI BUS, LES ACC TRANS
V739;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA, OCUP SAI BUS ACC TRANS
V749;OCUP BUS LES COLIS VEHIC TRANSP PESADO O BUS, OCUP SAI BUS, ACC TRANS
V833;OCUPANTE NO ESPEC VEHICULO INDUSTRIAL ESPECIAL LESIONADO ACC TRANSITO
V843;OCUPANTE NO ESPEC VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC TRANSITO
V853;OCUPANTE NO ESPEC VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC TRANSITO
V863;OCUP SAI VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V325;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL CONDUCTOR LES ACC TRANSITO
V335;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONETA FURGONETA CONDUCTOR ACC TRAN
V394;CONDUCTOR VEHIC M 3 RUEDAS COLIS OTROS VEHIC M Y NO ESPEC ACC TRANSITO
V425;OCUP AUTO LES COLIS VEHIC M DOS TRES RUEDAS CONDUCTOR LES ACC TRANSITO
V435;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, CONDUCTOR LES ACC TRANS
V445;OCUP AUTO COLIS, VEHIC TRANSP PESADO O BUS, CONDUCTOR LES ACC TRANSITO
V494;CONDUCTOR AUTO LES POR COLISION OTROS VEHIC M Y NO ESPEC, ACC TRANSITO
V525;OCUP CAMIONETA FURGONETA COLIS VEHIC M 2 3 RUEDAS, CONDUCTOR ACC TRANS
V535;OCUP CAMIONETA FURGONET COLIS AUTO CAMIONE FURGONE CONDUCTOR ACC TRANS
V545;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS CONDUCTOR ACC TRANS
V594;CONDUCTOR CAMIONETA O FURGONETA COLIS OTR VEHIC MOTOR Y SAI, ACC TRANS
V625;OCUP VEHIC TRANSP PESADO COLIS VEHIC M 2 3 RUEDAS, CONDUCTOR ACC TRANS
V635;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE CONDUCTOR ACC TRAN
V645;OCUP VEHIC TRANSP PESADO COLIS OTR TRANSP PESADO BUS CONDUCT ACC TRANS
V694;CONDUCTOR VEHIC TRANSP PESADO COLIS OTR VEHIC MOTOR, Y SAI, ACC TRANS
V725;OCUP BUS COLIS VEHIC MOTOR DE DOS O TRES RUEDAS, CONDUCT LES ACC TRANS
V735;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA CONDUCTOR LES ACC TRANS
V745;OCUP BUS LES COLIS VEHIC TRANSP PESADO BUS, CONDUCTOR LES ACC TRANSITO
V794;CONDUCTOR BUS LES COLISION OTROS VEHICULOS MOTOR, Y SAI, EN ACC TRANS
V830;CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACC DE TRANSITO
V840;CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC DE TRANSITO
V850;CONDUCTOR VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC TRANSITO
V860;CONDUCTOR VEHIC TODO TERRENO, OTRO VEHIC MOTOR USO NO CARRET ACC TRANS
V326;OCUP VEHIC M 3 RUEDAS LES, COLIS OTRO IGUAL, PASAJ LES EN ACC TRANSITO
V336;OCUP VEHIC M 3 RUEDA COLIS AUTO CAMIONETA FURGONETA PASAJ ACC TRANSITO
V346;OCUP VEHIC M 3 RUEDA COLIS VEHIC TRANSP PESADO BUS PASAJ LES ACC TRANS
V395;PASAJ VEHIC M 3 RUEDAS COLIS CON OTROS VEHIC M Y NO ESPEC ACC TRANSITO
V426;OCUP AUTO LES, COLIS VEHIC M DOS TRES RUEDAS, PASAJ LES ACC TRANSITO
V436;OCUP AUTO COLIS OTRO AUTO CAMIONETA FURGONETA, PASAJ LES ACC TRANSITO
V446;OCUP AUTO LES, COLIS VEHIC TRANSP PESADO O BUS, PASAJ LES ACC TRANSITO
V495;PASAJERO AUTO LES POR COLISION OTROS VEHIC M, Y NO ESPEC, ACC TRANSITO
V526;OCUP CAMIONETA FURGONETA COLIS VEHIC M 2 3 RUEDAS, PASAJ LES ACC TRANS
V536;OCUP CAMIONETA FURGONETA COLIS AUTO CAMIONETA FURGONET PASAJ ACC TRANS
V546;OCUP CAMIONE FURGONE COLIS VEHIC TRANSP PESADO BUS PASAJ LES ACC TRANS
V595;PASAJ CAMIONETA O FURGONETA LES COLIS OTR VEHIC MOTOR Y SAI, ACC TRANS
V626;OCUP VEHIC TRANSP PESADO COLIS VEHIC M 2 O 3 RUEDAS, PASAJ ACC TRANS
V636;OCUP VEHIC TRANSP PESADO COLIS AUTO CAMIONE FURGONE, PASAJ ACC TRANS
V646;OCUP VEHIC TRANSP PESADO COLIS OTRO TRANSP PESADO BUS, PASAJ ACC TRANS
V695;PASAJERO VEHIC TRANSP PESADO COLIS OTROS VEHIC MOTOR, Y SAI, ACC TRANS
V726;OCUP BUS LES COLIS VEHIC MOTOR DOS TRES RUEDAS, PASAJERO LES ACC TRANS
V736;OCUP BUS LES COLIS AUTO, CAMIONETA O FURGONETA, PASAJERO LES ACC TRANS
V746;OCUP BUS LES COLIS VEHIC TRANSP PESADO O BUS, PASAJ LES ACC TRANSITO
V795;PASAJERO BUS LESIONADO COLISION OTROS VEHICULOS MOTOR, SAI, ACC TRANS
